video_id,fps,total_frames,duration
00216,30.0,1179,39.3
00217,30.0,1206,40.2
00218,30.0,1212,40.4
00222,30.0,1217,40.56666666666667
00223,30.0,1210,40.333333333333336
00224,30.0,1185,39.5
00225,30.0,1228,40.93333333333333
00226,30.0,1219,40.63333333333333
00227,30.0,1208,40.266666666666666
00228,30.6,1225,40.03267973856209
00232,30.0,1201,40.03333333333333
00233,30.0,1200,40.0
00234,30.0,570,19.0
00235,30.0,540,18.0
00236,30.0,570,19.0
00237,30.0,1205,40.166666666666664
00238,30.0,1191,39.7
00239,30.0,540,18.0
00240,30.6,1230,40.19607843137255
00242,30.0,1212,40.4
00244,31.0,1228,39.61290322580645
00245,30.0,1207,40.233333333333334
00247,30.6,1241,40.55555555555556
00250,30.0,540,18.0
00251,29.2,1179,40.37671232876713
00252,30.0,1212,40.4
00253,30.6,1231,40.228758169934636
00254,30.0,1206,40.2
00255,30.0,1203,40.1
00256,30.0,1201,40.03333333333333
00259,30.6,1232,40.26143790849673
00260,30.0,1219,40.63333333333333
00262,30.0,1144,38.13333333333333
00263,30.0,1223,40.766666666666666
00264,30.5,1232,40.39344262295082
00265,30.0,1211,40.36666666666667
00266,30.0,1203,40.1
00269,30.6,972,31.76470588235294
00270,30.0,1204,40.13333333333333
00271,30.0,1800,60.0
00272,30.5,1226,40.19672131147541
00273,30.0,1210,40.333333333333336
00275,30.0,540,18.0
00276,30.0,1208,40.266666666666666
00282,30.0,1217,40.56666666666667
00283,30.0,540,18.0
00284,30.6,1227,40.09803921568627
00285,30.6,1225,40.03267973856209
00286,30.6,1230,40.19607843137255
00287,30.6,1232,40.26143790849673
00288,30.6,960,31.372549019607842
00289,30.0,1207,40.233333333333334
00290,30.6,1229,40.16339869281045
00291,30.6,1148,37.51633986928105
00292,30.0,1215,40.5
00294,30.0,1203,40.1
00295,30.0,1206,40.2
00296,30.0,1206,40.2
00298,30.6,1230,40.19607843137255
00300,30.0,540,18.0
00301,29.9,1200,40.13377926421405
00302,30.0,1209,40.3
00303,30.0,1189,39.63333333333333
00307,30.0,1213,40.43333333333333
00308,30.6,1224,40.0
00309,30.0,1204,40.13333333333333
00310,30.3,1238,40.85808580858086
00311,30.6,1236,40.3921568627451
00312,30.5,1306,42.81967213114754
00313,30.5,1286,42.16393442622951
00317,30.0,570,19.0
00318,29.3,1161,39.62457337883959
00319,30.0,1201,40.03333333333333
00320,30.0,1191,39.7
00321,30.0,1184,39.46666666666667
00324,30.0,1202,40.06666666666667
00325,30.0,1199,39.96666666666667
00326,30.0,1202,40.06666666666667
00327,30.6,1230,40.19607843137255
00328,31.0,1237,39.903225806451616
00329,30.0,1234,41.13333333333333
00330,30.0,1220,40.666666666666664
00331,30.5,1227,40.22950819672131
00332,30.0,772,25.733333333333334
00333,30.0,1220,40.666666666666664
00334,30.0,1216,40.53333333333333
00335,29.9,1199,40.10033444816054
00336,30.6,1235,40.359477124183
00339,26.7,1076,40.2996254681648
00340,31.0,1198,38.645161290322584
00341,29.9,1223,40.903010033444815
00342,30.0,1209,40.3
00343,30.5,1210,39.67213114754098
00344,30.5,1225,40.16393442622951
00345,30.0,1290,43.0
00348,30.5,1174,38.49180327868852
00349,30.6,1202,39.28104575163398
00351,30.0,1210,40.333333333333336
00353,30.0,1203,40.1
00354,30.0,1214,40.46666666666667
00355,30.0,1185,39.5
00356,30.0,570,19.0
00357,30.6,1232,40.26143790849673
00358,30.0,1206,40.2
00360,30.0,1203,40.1
00361,30.5,1226,40.19672131147541
00362,30.0,540,18.0
00363,30.6,1236,40.3921568627451
00364,30.5,1236,40.52459016393443
00366,30.0,1203,40.1
00369,30.0,1200,40.0
00370,30.0,1312,43.733333333333334
00371,30.5,1233,40.42622950819672
00372,30.0,1220,40.666666666666664
00373,31.0,1276,41.16129032258065
00375,30.6,1152,37.64705882352941
00376,30.6,1233,40.29411764705882
00378,30.0,1188,39.6
00380,30.0,1207,40.233333333333334
00381,29.9,1179,39.4314381270903
00382,31.0,1187,38.29032258064516
00383,30.0,570,19.0
00387,30.2,1198,39.66887417218543
00388,30.5,1227,40.22950819672131
00389,30.0,1179,39.3
00391,30.0,1224,40.8
00392,28.1,1066,37.93594306049822
00393,30.0,1255,41.833333333333336
00394,31.0,1209,39.0
00395,30.4,1227,40.36184210526316
00397,30.0,1181,39.36666666666667
00398,30.0,1210,40.333333333333336
00401,30.0,1201,40.03333333333333
00403,30.0,1177,39.233333333333334
00405,29.9,1203,40.23411371237459
00406,30.0,540,18.0
00407,30.0,1195,39.833333333333336
00408,29.9,967,32.341137123745824
00410,30.0,1249,41.63333333333333
00411,30.0,1226,40.86666666666667
00413,30.0,1208,40.266666666666666
00414,30.0,540,18.0
00415,30.0,1204,40.13333333333333
00416,30.6,1234,40.326797385620914
00417,30.0,540,18.0
00418,30.0,1211,40.36666666666667
00420,30.6,1230,40.19607843137255
00422,30.6,1229,40.16339869281045
00423,30.0,1212,40.4
00424,30.0,1205,40.166666666666664
00425,29.9,1203,40.23411371237459
00426,30.6,1229,40.16339869281045
00427,30.3,1185,39.10891089108911
00428,30.0,1113,37.1
00429,30.0,1200,40.0
00430,29.8,1197,40.16778523489933
00431,30.0,1216,40.53333333333333
00433,30.0,1199,39.96666666666667
00434,30.0,570,19.0
00435,30.0,1219,40.63333333333333
00437,30.0,1215,40.5
00440,30.0,1175,39.166666666666664
00441,30.0,540,18.0
00443,31.0,1228,39.61290322580645
00444,30.0,1200,40.0
00447,30.0,570,19.0
00449,29.4,1163,39.5578231292517
00450,30.6,1228,40.130718954248366
00452,30.0,1211,40.36666666666667
00453,30.6,1277,41.73202614379085
00454,30.0,1206,40.2
00455,30.6,1181,38.59477124183007
00456,30.0,1179,39.3
00457,30.0,1204,40.13333333333333
00458,30.0,1180,39.333333333333336
00459,30.0,540,18.0
00460,30.5,1230,40.32786885245902
00461,30.0,540,18.0
00463,30.0,1212,40.4
00464,30.0,1202,40.06666666666667
00466,30.0,1210,40.333333333333336
00467,30.0,1202,40.06666666666667
00469,28.5,1124,39.43859649122807
00471,30.0,1262,42.06666666666667
00472,30.0,1202,40.06666666666667
00473,30.0,1281,42.7
00474,30.0,1172,39.06666666666667
00475,30.6,1275,41.666666666666664
00477,30.0,1201,40.03333333333333
00478,30.6,1242,40.588235294117645
00479,30.0,1220,40.666666666666664
00480,30.6,1237,40.424836601307184
00481,30.0,1174,39.13333333333333
00483,30.0,1232,41.06666666666667
00485,30.0,1181,39.36666666666667
00486,30.0,540,18.0
00487,30.0,1188,39.6
00488,30.0,1214,40.46666666666667
00491,30.0,1206,40.2
00493,30.0,1206,40.2
00494,30.6,1234,40.326797385620914
00495,30.0,1213,40.43333333333333
00496,30.6,1205,39.37908496732026
00497,30.0,1178,39.266666666666666
00498,26.4,1069,40.49242424242424
00500,30.0,1217,40.56666666666667
00501,30.6,1222,39.93464052287582
00502,30.0,1201,40.03333333333333
00503,30.0,1200,40.0
00505,30.0,1039,34.63333333333333
00506,30.6,1231,40.228758169934636
00510,30.0,1203,40.1
00512,30.4,1220,40.131578947368425
00515,30.0,1200,40.0
00516,30.0,1207,40.233333333333334
00517,30.5,973,31.901639344262296
00519,30.0,1218,40.6
00520,30.6,1231,40.228758169934636
00521,28.9,1155,39.965397923875436
00522,30.6,1232,40.26143790849673
00523,30.0,1208,40.266666666666666
00526,29.8,1174,39.395973154362416
00527,30.0,1204,40.13333333333333
00528,30.0,1800,60.0
00529,30.5,1246,40.85245901639344
00530,30.0,570,19.0
00533,30.0,1201,40.03333333333333
00534,30.5,1236,40.52459016393443
00537,30.6,1230,40.19607843137255
00538,30.0,1224,40.8
00539,30.6,1214,39.673202614379086
00540,30.6,1233,40.29411764705882
00541,30.0,1210,40.333333333333336
00542,30.6,1234,40.326797385620914
00543,30.0,1209,40.3
00544,29.9,1206,40.33444816053512
00546,30.0,1213,40.43333333333333
00547,30.0,1225,40.833333333333336
00549,30.0,1203,40.1
00550,30.0,1211,40.36666666666667
00551,30.0,1230,41.0
00553,30.6,1261,41.209150326797385
00554,30.6,1227,40.09803921568627
00556,29.9,1202,40.20066889632107
00557,30.0,1203,40.1
00558,30.5,1228,40.26229508196721
00560,29.2,1174,40.205479452054796
00562,30.0,1317,43.9
00563,29.7,1186,39.93265993265993
00564,29.0,1170,40.3448275862069
00565,30.0,1203,40.1
00566,29.9,1206,40.33444816053512
00567,30.4,1171,38.51973684210527
00568,30.0,1195,39.833333333333336
00570,30.0,1191,39.7
00571,30.6,1233,40.29411764705882
00573,30.0,540,18.0
00574,30.6,1236,40.3921568627451
00577,30.5,1229,40.295081967213115
00579,29.9,1308,43.745819397993316
00580,30.0,1204,40.13333333333333
00581,30.4,1237,40.69078947368421
00583,30.6,1242,40.588235294117645
00584,30.0,1265,42.166666666666664
00585,30.0,1204,40.13333333333333
00586,29.0,1150,39.6551724137931
00587,30.0,1209,40.3
00588,30.0,1205,40.166666666666664
00589,29.9,1176,39.331103678929765
00590,30.6,1227,40.09803921568627
00591,29.5,1191,40.3728813559322
00592,30.0,1201,40.03333333333333
00593,30.0,1181,39.36666666666667
00594,30.5,1239,40.622950819672134
00596,30.0,1207,40.233333333333334
00597,30.0,540,18.0
00598,30.0,1188,39.6
00599,30.0,1205,40.166666666666664
00600,30.0,1198,39.93333333333333
00601,30.0,1206,40.2
00602,30.0,1213,40.43333333333333
00603,30.6,1159,37.87581699346405
00604,30.1,1195,39.70099667774086
00605,30.6,1225,40.03267973856209
00606,30.0,1207,40.233333333333334
00607,29.3,1172,40.0
00608,29.1,1133,38.934707903780065
00609,30.6,1228,40.130718954248366
00610,29.9,1201,40.16722408026756
00611,30.0,1218,40.6
00613,30.0,570,19.0
00614,30.0,1202,40.06666666666667
00617,30.6,1211,39.57516339869281
00618,30.0,1211,40.36666666666667
00621,30.0,1363,45.43333333333333
00622,30.0,570,19.0
00623,30.6,1233,40.29411764705882
00624,30.0,1202,40.06666666666667
00625,30.3,1235,40.759075907590756
00626,30.0,1208,40.266666666666666
00627,30.0,1218,40.6
00629,30.0,570,19.0
00630,30.6,1199,39.18300653594771
00633,30.0,1207,40.233333333333334
00634,30.0,1173,39.1
00635,30.0,1202,40.06666666666667
00636,30.6,1233,40.29411764705882
00637,30.0,1237,41.233333333333334
00638,30.6,1230,40.19607843137255
00639,29.9,1209,40.434782608695656
00640,30.6,1227,40.09803921568627
00641,30.0,570,19.0
00642,30.3,1237,40.82508250825082
00643,29.9,1202,40.20066889632107
00644,30.6,1227,40.09803921568627
00645,30.0,1224,40.8
00647,30.0,1202,40.06666666666667
00648,30.0,1204,40.13333333333333
00650,30.0,1140,38.0
00651,29.9,1209,40.434782608695656
00652,30.0,1212,40.4
00653,29.3,1146,39.11262798634812
00655,29.6,1173,39.62837837837838
00656,30.0,1206,40.2
00657,30.0,540,18.0
00658,29.9,1214,40.602006688963215
00659,30.6,984,32.15686274509804
00660,29.8,1203,40.36912751677852
00661,30.0,1185,39.5
00663,30.5,1234,40.459016393442624
00664,30.0,1220,40.666666666666664
00665,30.5,1229,40.295081967213115
00666,30.0,1203,40.1
00667,30.0,1202,40.06666666666667
00668,30.0,1202,40.06666666666667
00669,30.5,1232,40.39344262295082
00670,29.7,1195,40.235690235690235
00671,30.0,540,18.0
00673,30.0,1176,39.2
00674,30.6,1225,40.03267973856209
00675,30.0,1217,40.56666666666667
00677,30.0,1202,40.06666666666667
00678,30.0,540,18.0
00682,30.0,1179,39.3
00683,30.6,1238,40.45751633986928
00684,29.7,1161,39.09090909090909
00686,30.0,1196,39.86666666666667
00687,30.6,1176,38.431372549019606
00688,30.5,1198,39.278688524590166
00690,30.0,1210,40.333333333333336
00691,30.0,1205,40.166666666666664
00692,30.6,1243,40.62091503267974
00693,30.6,1234,40.326797385620914
00694,30.0,1180,39.333333333333336
00695,30.0,1209,40.3
00696,30.6,1212,39.6078431372549
00697,30.0,1210,40.333333333333336
00698,30.0,1193,39.766666666666666
00699,30.0,1189,39.63333333333333
00700,29.9,1173,39.23076923076923
00701,30.0,1200,40.0
00702,30.6,1225,40.03267973856209
00703,30.0,1200,40.0
00704,29.8,1166,39.127516778523486
00705,30.6,1244,40.65359477124183
00707,30.3,1231,40.62706270627063
00709,30.0,1201,40.03333333333333
00710,30.6,1232,40.26143790849673
00712,30.0,1208,40.266666666666666
00713,30.0,540,18.0
00714,29.9,1200,40.13377926421405
00715,29.1,1185,40.72164948453608
00719,30.0,1224,40.8
00722,30.0,1226,40.86666666666667
00723,30.0,1201,40.03333333333333
00725,30.0,1201,40.03333333333333
00727,30.0,1203,40.1
00729,30.6,1223,39.967320261437905
00730,29.0,1152,39.724137931034484
00731,30.0,1208,40.266666666666666
00733,30.6,1228,40.130718954248366
00734,30.6,1231,40.228758169934636
00735,30.0,1200,40.0
00737,30.0,1292,43.06666666666667
00739,30.6,1226,40.06535947712418
00740,30.0,1208,40.266666666666666
00741,30.6,1227,40.09803921568627
00742,29.8,1193,40.033557046979865
00744,30.6,1231,40.228758169934636
00745,30.0,1173,39.1
00747,30.0,1206,40.2
00748,30.0,1201,40.03333333333333
00750,29.3,1164,39.72696245733788
00751,30.0,1201,40.03333333333333
00753,30.0,1219,40.63333333333333
00754,30.0,1203,40.1
00755,30.0,1190,39.666666666666664
00757,30.0,1205,40.166666666666664
00758,29.9,1194,39.93311036789298
00761,30.0,1180,39.333333333333336
00762,30.0,1189,39.63333333333333
00763,30.0,1206,40.2
00765,30.5,1248,40.91803278688525
00766,30.0,1207,40.233333333333334
00769,30.0,1202,40.06666666666667
00771,30.6,1215,39.705882352941174
00773,30.0,1208,40.266666666666666
00774,30.0,1203,40.1
00776,27.7,1111,40.108303249097474
00777,29.8,1199,40.23489932885906
00780,30.0,1202,40.06666666666667
00782,30.0,540,18.0
00783,30.6,1225,40.03267973856209
00784,30.0,1176,39.2
00785,30.0,1191,39.7
00787,30.0,1212,40.4
00788,30.6,1212,39.6078431372549
00789,30.6,1226,40.06535947712418
00791,30.0,1202,40.06666666666667
00792,30.0,1202,40.06666666666667
00793,30.0,1227,40.9
00794,30.6,1215,39.705882352941174
00795,30.6,1249,40.81699346405229
00798,30.6,1243,40.62091503267974
00802,30.6,1242,40.588235294117645
00803,30.0,540,18.0
00804,30.0,1204,40.13333333333333
00805,30.6,1249,40.81699346405229
00809,30.0,1201,40.03333333333333
00810,30.6,1247,40.751633986928105
00813,30.0,1200,40.0
00816,30.0,1208,40.266666666666666
00817,30.6,1247,40.751633986928105
00818,30.0,1192,39.733333333333334
00819,29.9,1191,39.83277591973244
00820,30.0,1201,40.03333333333333
00822,30.0,1214,40.46666666666667
00823,30.0,1218,40.6
00824,29.9,1197,40.03344481605351
00825,30.0,1202,40.06666666666667
00827,30.0,1228,40.93333333333333
00828,30.0,1220,40.666666666666664
00830,30.6,1228,40.130718954248366
00831,30.5,1226,40.19672131147541
00832,30.0,1229,40.96666666666667
00833,30.0,540,18.0
00834,30.5,1237,40.557377049180324
00835,30.0,1206,40.2
00836,29.9,1200,40.13377926421405
00838,30.0,540,18.0
00839,29.9,1203,40.23411371237459
00840,30.0,1203,40.1
00841,30.0,1176,39.2
00842,30.4,1205,39.63815789473684
00843,29.4,1163,39.5578231292517
00845,30.0,1203,40.1
00846,30.6,1227,40.09803921568627
00847,30.6,1233,40.29411764705882
00849,30.0,1204,40.13333333333333
00850,30.0,1203,40.1
00851,29.9,1479,49.46488294314381
00854,29.9,1220,40.802675585284284
00856,30.0,540,18.0
00857,30.6,1227,40.09803921568627
00858,30.0,1208,40.266666666666666
00859,30.6,1235,40.359477124183
00860,30.0,1238,41.266666666666666
00861,30.0,1205,40.166666666666664
00863,28.3,1140,40.28268551236749
00864,30.0,1200,40.0
00865,30.0,1200,40.0
00866,30.0,1246,41.53333333333333
00867,30.0,1225,40.833333333333336
00868,29.8,1201,40.30201342281879
00869,30.0,1202,40.06666666666667
00872,30.0,1226,40.86666666666667
00873,30.3,1234,40.726072607260726
00874,30.5,1237,40.557377049180324
00875,30.4,1218,40.06578947368421
00876,30.6,1231,40.228758169934636
00877,30.0,1217,40.56666666666667
00879,30.0,1201,40.03333333333333
00880,30.0,1206,40.2
00881,30.6,1231,40.228758169934636
00882,29.9,1207,40.36789297658863
00883,30.0,570,19.0
00884,30.5,1237,40.557377049180324
00885,30.6,1187,38.790849673202615
00887,30.0,1225,40.833333333333336
00888,30.0,570,19.0
00889,30.0,1213,40.43333333333333
00890,29.9,1162,38.862876254180605
00891,30.0,1208,40.266666666666666
00895,30.6,1226,40.06535947712418
00896,30.0,1213,40.43333333333333
00897,30.0,1206,40.2
00898,29.9,1195,39.96655518394649
00900,30.5,1231,40.36065573770492
00901,30.0,1203,40.1
00902,30.0,1187,39.56666666666667
00903,29.9,1203,40.23411371237459
00904,30.6,1234,40.326797385620914
00905,30.0,540,18.0
00906,30.0,1222,40.733333333333334
00909,29.9,1217,40.702341137123746
00910,30.0,1206,40.2
00911,29.1,1141,39.20962199312714
00912,30.6,1224,40.0
00913,30.0,1205,40.166666666666664
00914,30.6,1250,40.849673202614376
00915,30.0,540,18.0
00916,30.6,1209,39.509803921568626
00917,30.0,1202,40.06666666666667
00918,29.2,1174,40.205479452054796
00921,29.9,1208,40.401337792642146
00923,30.5,1231,40.36065573770492
00926,30.0,1218,40.6
00927,30.0,1210,40.333333333333336
00928,30.0,1217,40.56666666666667
00929,30.0,1192,39.733333333333334
00930,30.0,1212,40.4
00931,30.0,1201,40.03333333333333
00932,30.0,1208,40.266666666666666
00935,29.3,1177,40.17064846416382
00936,30.0,1201,40.03333333333333
00937,30.0,1228,40.93333333333333
00938,30.0,540,18.0
00940,30.6,1241,40.55555555555556
00942,30.0,1184,39.46666666666667
00943,30.5,1084,35.540983606557376
00944,30.0,420,14.0
00945,29.4,1136,38.63945578231293
00947,30.0,1200,40.0
00948,29.9,1206,40.33444816053512
00949,30.6,1231,40.228758169934636
00952,30.5,1229,40.295081967213115
00953,30.6,1228,40.130718954248366
00954,30.0,1199,39.96666666666667
00955,30.0,1203,40.1
00957,29.5,1158,39.25423728813559
00958,29.9,1199,40.10033444816054
00959,30.0,1331,44.36666666666667
00960,30.6,1201,39.248366013071895
00961,30.0,1214,40.46666666666667
00963,29.9,1211,40.50167224080268
00964,30.0,1203,40.1
00965,30.6,1224,40.0
00966,29.2,1169,40.034246575342465
00967,30.0,570,19.0
00968,30.0,1208,40.266666666666666
00970,30.5,1223,40.09836065573771
00971,30.0,1210,40.333333333333336
00972,29.2,1197,40.99315068493151
00973,30.0,540,18.0
00976,29.9,1206,40.33444816053512
00977,30.0,1202,40.06666666666667
00978,30.6,1232,40.26143790849673
00979,30.6,1233,40.29411764705882
00980,30.0,1200,40.0
00981,29.8,1196,40.13422818791946
00982,30.6,1236,40.3921568627451
00983,29.9,1199,40.10033444816054
00985,30.0,1205,40.166666666666664
00986,30.0,1211,40.36666666666667
00988,30.0,540,18.0
00989,30.0,1205,40.166666666666664
00990,30.6,1232,40.26143790849673
00991,30.0,1222,40.733333333333334
00995,30.0,1202,40.06666666666667
00996,30.0,1206,40.2
00997,30.4,1221,40.16447368421053
00998,29.2,1180,40.41095890410959
01000,30.6,1171,38.267973856209146
01002,28.9,1160,40.13840830449827
01003,30.6,1217,39.77124183006536
01004,29.2,1163,39.82876712328767
01008,30.0,570,19.0
01011,30.4,1212,39.86842105263158
01012,30.0,1245,41.5
01013,30.0,1212,40.4
01016,30.6,1234,40.326797385620914
01019,30.0,1206,40.2
01020,30.6,1207,39.44444444444444
01022,30.0,1147,38.233333333333334
01024,30.0,1209,40.3
01028,30.0,540,18.0
01031,30.0,540,18.0
01033,30.6,1216,39.73856209150327
01034,30.0,1179,39.3
01035,30.6,1225,40.03267973856209
01036,29.9,1206,40.33444816053512
01037,29.9,1203,40.23411371237459
01039,30.0,1179,39.3
01040,30.0,1180,39.333333333333336
01041,30.0,1183,39.43333333333333
01042,30.0,540,18.0
01043,30.0,1211,40.36666666666667
01045,29.5,1182,40.067796610169495
01046,30.5,1229,40.295081967213115
01048,30.5,1233,40.42622950819672
01049,30.6,1231,40.228758169934636
01050,30.0,1203,40.1
01052,30.0,1182,39.4
01054,29.3,1146,39.11262798634812
01058,30.6,1203,39.31372549019608
01060,29.9,1198,40.06688963210703
01061,30.0,570,19.0
01062,30.0,1215,40.5
01066,30.0,540,18.0
01067,30.6,1241,40.55555555555556
01069,30.0,540,18.0
01070,28.9,1135,39.273356401384085
01071,30.0,1200,40.0
01072,30.0,1231,41.03333333333333
01073,29.7,1193,40.168350168350166
01074,30.0,1219,40.63333333333333
01075,30.0,1211,40.36666666666667
01076,30.0,1203,40.1
01078,30.0,1202,40.06666666666667
01079,30.0,540,18.0
01080,29.6,1162,39.25675675675676
01081,30.0,1176,39.2
01084,30.0,1213,40.43333333333333
01085,30.6,1226,40.06535947712418
01088,30.0,1197,39.9
01089,28.7,1150,40.069686411149824
01090,30.0,1182,39.4
01092,30.0,1208,40.266666666666666
01094,29.9,1125,37.62541806020067
01095,30.0,1155,38.5
01096,30.5,1231,40.36065573770492
01097,29.9,1213,40.568561872909704
01098,30.0,540,18.0
01100,29.9,1204,40.2675585284281
01102,30.0,450,15.0
01103,30.0,1209,40.3
01108,30.0,1156,38.53333333333333
01109,30.0,1205,40.166666666666664
01111,29.9,1220,40.802675585284284
01112,30.5,1225,40.16393442622951
01114,30.6,1348,44.052287581699346
01115,30.5,1226,40.19672131147541
01116,30.0,1175,39.166666666666664
01118,30.0,540,18.0
01121,30.0,1217,40.56666666666667
01122,30.0,1209,40.3
01127,30.6,1230,40.19607843137255
01128,30.6,1228,40.130718954248366
01130,30.6,1228,40.130718954248366
01131,30.0,1211,40.36666666666667
01132,29.6,1148,38.78378378378378
01133,30.0,1131,37.7
01134,29.4,1160,39.45578231292517
01135,30.0,1201,40.03333333333333
01136,29.2,1017,34.82876712328767
01137,29.9,1129,37.759197324414714
01138,30.0,1210,40.333333333333336
01140,30.0,1203,40.1
01141,30.0,1205,40.166666666666664
01142,30.0,1202,40.06666666666667
01144,29.7,1205,40.572390572390574
01145,30.6,1242,40.588235294117645
01146,30.0,1200,40.0
01147,26.4,1016,38.484848484848484
01153,30.0,1204,40.13333333333333
01155,30.6,1251,40.88235294117647
01156,29.0,1152,39.724137931034484
01157,30.0,1216,40.53333333333333
01159,30.0,1341,44.7
01162,30.0,540,18.0
01165,30.0,570,19.0
01167,30.1,1195,39.70099667774086
01170,30.0,1202,40.06666666666667
